class	label	URI	parent_class	parent_label	parent_URI	OBI_0000283	OBI_0000291	OBI_0000291	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000275	OBI_0000275	OBI_0000275	OBI_0000287	OBI_0000287	OBI_0000287	OBI_0000287	OBI_0000288	rdfs:comment	OBI_0000281	OBI_0000284	OBI_0000277	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000285	OBI_0000286	OBI_0000286	OBI_0000286	OBI_0000286
OBI_0000247	role of being member of eligible population	http://purl.obofoundry.org/obo/OBI_0000247	OBI_0000229		http://purl.obofoundry.org/obo/OBI_0000229		Eligible population is a study population role characterized by meeting the inclusion / exclusion criteria		source pending									Group of people passing the inclusion criteria for the investigation				Eligible population					Jennifer Fostel														
OBI_0900000	obi_function	http://purl.obofoundry.org/obo/OBI_0900000	Function		http://www.ifomis.org/bfo/1.1/snap#Function		A function inhering in an biomedical investigation-related entity where the necessary material continuants, processes, roles, and biophysical qualities have been identitified and there interelations in this functional context have been specified.		PERSON:William Bug@2007/07/10						Still debating whether Assay_function, Assessment_function (sub-class of Assay_function), and Algorithm_function have any meaning in a BFO context, where function appears to be intended to inhere only in independent material continuants (BB:2007-07-10).			E.g. reagent function, instrument function, instrument part function, etc.				obi_function					Bill Bug														
OBI_0600031	ELISPOT assay	http://purl.obofoundry.org/obo/OBI_0600031	OBI_0000070		http://purl.obofoundry.org/obo/OBI_0000070		an assay in which the number of cells producing a biomaterial in a larger cell population are stained and counted		OBI branch derived						\n---\nThis term conflates several things. Everytime you stain a population of cells and count them this is NOT an ELISPOT assay. We need assay terms to describe the staining of things that are cells, and a counting of things that are cells. We need to work out what make an ELISPOT assay different from staining and counting cells\n			Determination of the frequency of cells producing IFN-gamma in response to viral peptides				ELISPOT					PlanAndPlannedProcess Branch														
OBI_0000088	administrative unit role	http://purl.obofoundry.org/obo/OBI_0000088	OBI_0000202		http://purl.obofoundry.org/obo/OBI_0000202		Administrative unit is a study personnel role consisting of scientific and support personnel who are engaged in carrying out a biomedical or biological investigation and are members of a biomedical organization such as a hospital.  This role occurs during the study timeline although the biomedical organization and membership exists before and after the study.  		OBI									Generally, a local administrative unit (LAU) is an area of governmental administration below a province, region, state or other major national subdivision.  Wikipedia march 2008				Administrative unit					Jennifer Fostel														
OBI_0000231	enzymatic cleavage	http://purl.obofoundry.org/obo/OBI_0000231	OBI_0000094		http://purl.obofoundry.org/obo/OBI_0000094		a protocol application to digest the fraction of input material that is susceptible to that enzyme		OBI branch derived													enzymatic cleavage					PlanAndPlannedProcess Branch														
OBI_0200030	median centering	http://purl.obofoundry.org/obo/OBI_0200030	OBI_0200000		http://purl.obofoundry.org/obo/OBI_0200000		A median centering is a data transformation that takes as input an n-dimensional (real) vector, performs a median calculation on its components, and subtracts the resulting median from each component of the input.		PERSON: Elisabetta Manduchi									This can be used as a normalization method in expression microarray assays. For example, given a two-channel microarray assay, the log ratios of the two channels (M values) can be median-centered.				median centering					Elisabetta Manduchi											median centring			
OBI_0000020	contract research organization role	http://purl.obofoundry.org/obo/OBI_0000020	OBI_0000116		http://purl.obofoundry.org/obo/OBI_0000116		Contract research organization is a worker role of carrying out the study according to the protocol document or study plan delivered by the PI, under the control of the study director.  This role cannot make decisions about the study execution		source pending									example_of_usage to be added				Contract research organization					Jennifer Fostel														
OBI_0000091	detector role	http://purl.obofoundry.org/obo/OBI_0000091	OBI_0000086		http://purl.obofoundry.org/obo/OBI_0000086																																				
OBI_0500021	rule	http://purl.obofoundry.org/obo/OBI_0500021	OBI_0000349		http://purl.obofoundry.org/obo/OBI_0000349		a rule is an executable which guides, defines, restricts actions		PRS						MSI			example to be added				rule					PRS														
OBI_0500006	parallel group design	http://purl.obofoundry.org/obo/OBI_0500006	OBI_0000115		http://purl.obofoundry.org/obo/OBI_0000115		A parallel group design or independent measure design is a study design which uses unique experimental unit each experimental group, in other word no two individuals are shared between experimental groups, hence also known as parallel group design. Subjects of a treatment group receive a unique combination of independent variable values making up a treatment		http://www.holah.karoo.net/experimentaldesigns.htm						MSI			PMID: 17408389-Purpose: Proliferative vitreoretinopathy (PVR) is the most important reason for blindness following retinal detachment. Presently, vitreous tamponades such as gas or silicone oil cannot contact the lower part of the retina. A heavier-than-water tamponade displaces the inflammatory and PVR-stimulating environment from the inferior area of the retina. The Heavy Silicone Oil versus Standard Silicone Oil Study (HSO Study) is designed to answer the question of whether a heavier-than-water tamponade improves the prognosis of eyes with PVR of the lower retina. Methods: The HSO Study is a multicentre, randomized, prospective controlled clinical trial comparing two endotamponades within a two-arm parallel group design. Patients with inferiorly and posteriorly located PVR are randomized to either heavy silicone oil or standard silicone oil as a tamponading agent. Three hundred and fifty consecutive patients are recruited per group. After intraoperative re-attachment, patients are randomized to either standard silicone oil (1000 cSt or 5000 cSt) or Densiron((R)) as a tamponading agent. The main endpoint criteria are complete retinal attachment at 12 months and change of visual acuity (VA) 12 months postoperatively compared with the preoperative VA. Secondary endpoints include complete retinal attachment before endotamponade removal, quality of life analysis and the number of retina affecting re-operation within 1 year of follow-up. Results: The design and early recruitment phase of the study are described. Conclusions: The results of this study will uncover whether or not heavy silicone oil improves the prognosis of eyes with PVR.				parallel group design					Philippe Rocca-Serra											independent measure design			
OBI_0100008	unicellular organism	http://purl.obofoundry.org/obo/OBI_0100008	OBI_0100080		http://purl.obofoundry.org/obo/OBI_0100080		Organism made up of a single cell		none						MC: should be a child of organism?\nI THINK THIS IS LIKELY A QUALITY.  JAMES	added as hierarchy term		E Coli				unicellular organism					Bjoern Peters (added term)														
OBI_0900004	instrument part function	http://purl.obofoundry.org/obo/OBI_0900004	ObsoleteClass		http://www.geneontology.org/formats/oboInOwl#ObsoleteClass		A function inhering the cardinal part of an instrument necessary for that instrument to participate in critical process in the context of a specific investigation plan.		PERSON:William Bug@2007/07/10									E.g. the function of the electromagnetic lenses in an electron microscope to direct the incident electron beam trajectory so as to systematically raster across a specimen when constructing the overall image; the function of Nomarksi optics to enhance the constrast of specimens viewed in a light microscope based on their ability to refract visible wavelengths of light.				instrument part function					Bill Bug														
OBI_0400142	power supply	http://purl.obofoundry.org/obo/OBI_0400142	OBI_0400003		http://purl.obofoundry.org/obo/OBI_0400003		A power supply is an instrument or part of an instrument that permits the required application of a defined electrical charge to an instrument. The power supply may permit the defined application of a given amount of current for a defined length of time.		PERSON: Daniel Schober						was power_pack, maps to SEP electrical_power_supply			A AC/DC transformer that generates the reqired power for an electrophoresis apparatus				power supply					Daniel Schober											power supply unit	PSU	power pack	
OBI_0400033	diode_laser	http://purl.obofoundry.org/obo/OBI_0400033	OBI_0400064		http://purl.obofoundry.org/obo/OBI_0400064		A diode laser is a laser in which the active medium is a p-n junction semiconductor laser diode, similar to that found in a light-emitting diode. Laser diodes emit at wavelengths from 375 nm to 1800 nm, and wavelengths of over 3 micrometer have been demonstrated. A diode laser can by used to irradiate cells in a flow cytometer.		John Quinn									FAX-RS3-H0 diode laser manufactured by Diode Laser Concepts, Inc.				diode_laser					Daniel Schober														
OBI_0302718	?all kind ofl lavage	http://purl.obofoundry.org/obo/OBI_0302718	OBI_0302710		http://purl.obofoundry.org/obo/OBI_0302710										PRS:22-02-2008: see bronchial alveolar lavage under experimental biomaterial entity																										
OBI_0400026	CyFlow_Space	http://purl.obofoundry.org/obo/OBI_0400026	OBI_0400099		http://purl.obofoundry.org/obo/OBI_0400099		A CyFlow_Space is a flow_cytometer_sorter manufactured by Partec. Its specs are: 8optical parameters, 6 colours:FSC, SSC, FL1-FL6 , 3laser light sources: 200mW@488nm blue solid state laser 25mW@635nm red diode laser 50mW@405nm violet or 8mW@375nm ultraviolet diode laser _ultracompact desktop high end instrument. Parallel 16bit digital pulse processing. The CyFlow Space is a 6-Colour FCM System and Cell Sorter for Clinical Routine and Research.		http://www.partec.de/products/cyflowspace.html									CyFlow Space at TSRI Flow Cytometry Core Facility				CyFlow_Space					John Quinn														
OBI_0400010	argon_ion_laser	http://purl.obofoundry.org/obo/OBI_0400010	OBI_0400060		http://purl.obofoundry.org/obo/OBI_0400060		An argon-ion laser is an ion laser that uses argon ions as the lasing medium. These lasers are used primarily to emit light at wave lengths of 458 nm, 488 nm or 514.5 nm, though it is possible to use them to emit several wavelengths of blue and green light. Argon-ion lasers can emit light at many different wave lenghts, and excite a number of different flourochromes.		John Quinn									argon ion laser in a cytometer				argon_ion_laser	http://en.wikipedia.org/wiki/Laser#Gas_lasers				Daniel Schober														
